iter	Passed	Remaining
400	24081	35972
401	24131	35897
402	24191	35836
403	24254	35781
404	24307	35710
405	24364	35646
406	24425	35588
407	24481	35522
408	24545	35468
409	24598	35397
410	24660	35341
411	24722	35283
412	24779	35219
413	24835	35153
414	24892	35089
415	24953	35031
416	25017	34976
417	25074	34913
418	25141	34862
419	25209	34812
420	25275	34760
421	25341	34708
422	25403	34652
423	25463	34591
424	25522	34530
425	25583	34471
426	25638	34405
427	25701	34348
428	25761	34289
429	25815	34220
430	25868	34150
431	25923	34084
432	25975	34014
433	26034	33952
434	26090	33887
435	26154	33833
436	26208	33765
437	26260	33694
438	26311	33623
439	26362	33551
440	26426	33497
441	26491	33444
442	26553	33386
443	26607	33319
444	26661	33251
445	26717	33186
446	26773	33121
447	26827	33054
448	26888	32996
449	26941	32928
450	27002	32870
451	27070	32820
452	27133	32764
453	27184	32693
454	27247	32637
455	27303	32572
456	27361	32510
457	27428	32458
458	27496	32409
459	27563	32356
460	27617	32290
461	27672	32224
462	27732	32164
463	27793	32105
464	27850	32042
465	27923	31998
466	27985	31940
467	28063	31900
468	28126	31844
469	28200	31800
470	28263	31743
471	28345	31709
472	28409	31652
473	28478	31602
474	28534	31538
475	28589	31472
476	28643	31405
477	28713	31356
478	28765	31287
479	28821	31223
480	28871	31152
481	28922	31082
482	28986	31026
483	29049	30970
484	29113	30914
485	29166	30846
486	29223	30783
487	29283	30723
488	29342	30663
489	29408	30609
490	29461	30541
491	29516	30475
492	29577	30416
493	29647	30367
494	29706	30306
495	29764	30245
496	29812	30172
497	29870	30109
498	29923	30043
499	29980	29980
500	30037	29917
501	30089	29849
502	30133	29774
503	30192	29713
504	30243	29645
505	30299	29581
506	30359	29521
507	30415	29457
508	30475	29397
509	30534	29336
510	30594	29277
511	30647	29210
512	30702	29146
513	30762	29086
514	30818	29023
515	30874	28959
516	30931	28897
517	30992	28838
518	31045	28772
519	31101	28708
520	31152	28641
521	31209	28578
522	31270	28520
523	31331	28461
524	31383	28394
525	31446	28337
526	31509	28280
527	31572	28223
528	31633	28165
529	31695	28107
530	31755	28047
531	31812	27985
532	31871	27924
533	31925	27859
534	31977	27793
535	32043	27738
536	32112	27687
537	32177	27632
538	32236	27571
539	32292	27508
540	32352	27448
541	32405	27383
542	32465	27324
543	32529	27267
544	32584	27203
545	32637	27138
546	32692	27074
547	32751	27014
548	32809	26952
549	32867	26891
550	32927	26832
551	32986	26771
552	33043	26709
553	33104	26651
554	33170	26596
555	33224	26531
556	33282	26470
557	33342	26410
558	33401	26350
559	33453	26284
560	33511	26223
561	33571	26164
562	33627	26101
563	33681	26037
564	33735	25973
565	33799	25917
566	33854	25853
567	33909	25790
568	33971	25732
569	34035	25675
570	34093	25614
571	34147	25550
572	34208	25491
573	34263	25429
574	34314	25362
575	34373	25302
576	34426	25238
577	34483	25176
578	34545	25118
579	34607	25060
580	34667	25001
581	34723	24938
582	34779	24876
583	34841	24818
584	34904	24761
585	34962	24700
586	35015	24636
587	35080	24580
588	35137	24518
589	35186	24451
590	35239	24387
591	35294	24324
592	35356	24266
593	35412	24204
594	35465	24140
595	35522	24079
596	35577	24016
597	35633	23954
598	35692	23894
599	35739	23826
600	35801	23768
601	35857	23706
602	35911	23643
603	35974	23586
604	36028	23522
605	36093	23466
606	36153	23407
607	36219	23351
608	36280	23293
609	36335	23230
610	36399	23174
611	36461	23116
612	36515	23052
613	36566	22988
614	36624	22927
615	36682	22867
616	36747	22810
617	36807	22751
618	36871	22694
619	36930	22634
620	36983	22570
621	37049	22515
622	37102	22452
623	37164	22394
624	37212	22327
625	37270	22266
626	37320	22201
627	37379	22141
628	37443	22085
629	37498	22023
630	37560	21965
631	37611	21900
632	37674	21843
633	37725	21778
634	37775	21713
635	37819	21645
636	37879	21586
637	37927	21519
638	37986	21460
639	38046	21400
640	38111	21344
641	38169	21284
642	38230	21226
643	38282	21162
644	38340	21102
645	38393	21039
646	38461	20984
647	38513	20920
648	38579	20864
649	38635	20803
650	38688	20740
651	38741	20677
652	38799	20618
653	38859	20558
654	38917	20498
655	38970	20435
656	39017	20369
657	39074	20309
658	39129	20247
659	39205	20196
660	39283	20146
661	39345	20088
662	39417	20035
663	39475	19975
664	39540	19918
665	39614	19866
666	39679	19810
667	39755	19758
668	39824	19703
669	39885	19644
670	39948	19587
671	40013	19530
672	40063	19466
673	40119	19404
674	40172	19342
675	40233	19283
676	40295	19224
677	40359	19167
678	40415	19106
679	40471	19045
680	40528	18984
681	40586	18924
682	40652	18867
683	40715	18810
684	40776	18751
685	40829	18688
686	40885	18627
687	40946	18568
688	41007	18509
689	41067	18450
690	41125	18390
691	41184	18330
692	41242	18270
693	41304	18211
694	41365	18153
695	41424	18093
696	41493	18037
697	41550	17977
698	41611	17918
699	41672	17859
700	41726	17797
701	41786	17738
702	41831	17672
703	41888	17612
704	41950	17553
705	42001	17490
706	42057	17429
707	42128	17375
708	42192	17317
709	42253	17258
710	42308	17197
711	42365	17136
712	42417	17074
713	42478	17015
714	42541	16957
715	42607	16900
716	42665	16839
717	42722	16779
718	42782	16720
719	42836	16658
720	42882	16593
721	42940	16533
722	42998	16473
723	43049	16411
724	43111	16352
725	43173	16294
726	43234	16235
727	43289	16174
728	43344	16112
729	43386	16047
730	43442	15986
731	43510	15929
732	43568	15870
733	43622	15808
734	43678	15748
735	43740	15689
736	43799	15630
737	43858	15570
738	43922	15512
739	43982	15453
740	44034	15391
741	44090	15330
742	44147	15270
743	44197	15207
744	44257	15148
745	44319	15090
746	44370	15027
747	44426	14967
748	44484	14907
749	44537	14845
750	44604	14789
751	44657	14727
752	44716	14667
753	44776	14608
754	44833	14548
755	44887	14487
756	44941	14426
757	45005	14368
758	45068	14310
759	45133	14252
760	45195	14194
761	45253	14134
762	45317	14076
763	45370	14014
764	45429	13955
765	45492	13897
766	45546	13836
767	45603	13776
768	45662	13716
769	45715	13655
770	45770	13594
771	45822	13533
772	45884	13474
773	45942	13414
774	46001	13355
775	46067	13297
776	46126	13238
777	46194	13181
778	46251	13121
779	46308	13061
780	46362	13000
781	46421	12940
782	46481	12881
783	46541	12822
784	46591	12760
785	46647	12700
786	46699	12639
787	46758	12579
788	46814	12519
789	46867	12458
790	46931	12400
791	46992	12341
792	47047	12281
793	47105	12221
794	47170	12163
795	47230	12104
796	47288	12044
797	47346	11985
798	47399	11924
799	47457	11864
800	47519	11805
801	47579	11746
802	47639	11687
803	47699	11628
804	47769	11571
805	47828	11512
806	47880	11451
807	47935	11390
808	47996	11331
809	48054	11271
810	48107	11211
811	48169	11152
812	48224	11092
813	48280	11032
814	48340	10972
815	48397	10913
816	48467	10856
817	48521	10795
818	48585	10737
819	48631	10675
820	48692	10616
821	48748	10556
822	48807	10496
823	48869	10438
824	48933	10379
825	49004	10322
826	49070	10264
827	49123	10204
828	49186	10145
829	49253	10088
830	49321	10030
831	49384	9971
832	49443	9912
833	49503	9853
834	49563	9793
835	49628	9735
836	49685	9675
837	49747	9617
838	49805	9557
839	49868	9498
840	49932	9440
841	50000	9382
842	50060	9323
843	50130	9265
844	50194	9207
845	50258	9148
846	50317	9089
847	50373	9029
848	50438	8970
849	50494	8910
850	50554	8851
851	50609	8791
852	50669	8732
853	50725	8672
854	50783	8612
855	50847	8553
856	50909	8494
857	50974	8436
858	51027	8375
859	51094	8317
860	51157	8258
861	51211	8198
862	51270	8139
863	51328	8079
864	51393	8020
865	51450	7961
866	51509	7901
867	51570	7842
868	51636	7784
869	51699	7725
870	51769	7667
871	51824	7607
872	51882	7547
873	51946	7488
874	52002	7428
875	52067	7370
876	52128	7311
877	52186	7251
878	52241	7191
879	52301	7132
880	52362	7072
881	52424	7013
882	52483	6954
883	52547	6895
884	52606	6835
885	52677	6777
886	52731	6717
887	52789	6658
888	52856	6599
889	52915	6540
890	52975	6480
891	53029	6420
892	53082	6360
893	53138	6300
894	53195	6240
895	53254	6181
896	53314	6122
897	53369	6062
898	53432	6003
899	53490	5943
900	53548	5883
901	53614	5825
902	53669	5765
903	53722	5705
904	53779	5645
905	53837	5585
906	53891	5525
907	53950	5466
908	54008	5406
909	54063	5346
910	54119	5287
911	54172	5227
912	54227	5167
913	54289	5108
914	54351	5049
915	54406	4989
916	54464	4929
917	54518	4869
918	54583	4810
919	54640	4751
920	54699	4691
921	54754	4632
922	54807	4572
923	54872	4513
924	54928	4453
925	54985	4394
926	55042	4334
927	55101	4275
928	55162	4215
929	55217	4156
930	55277	4096
931	55327	4036
932	55394	3977
933	55459	3918
934	55515	3859
935	55577	3800
936	55635	3740
937	55692	3681
938	55752	3621
939	55818	3562
940	55871	3503
941	55930	3443
942	55984	3383
943	56042	3324
944	56112	3265
945	56168	3206
946	56224	3146
947	56284	3087
948	56345	3028
949	56407	2968
950	56471	2909
951	56528	2850
952	56580	2790
953	56640	2731
954	56694	2671
955	56751	2611
956	56806	2552
957	56858	2492
958	56907	2432
959	56965	2373
960	57024	2314
961	57086	2254
962	57154	2195
963	57215	2136
964	57276	2077
965	57336	2018
966	57388	1958
967	57446	1899
968	57518	1840
969	57581	1780
970	57636	1721
971	57700	1662
972	57759	1602
973	57814	1543
974	57875	1483
975	57932	1424
976	57985	1365
977	58047	1305
978	58110	1246
979	58172	1187
980	58226	1127
981	58280	1068
982	58337	1008
983	58397	949
984	58453	890
985	58513	830
986	58570	771
987	58633	712
988	58701	652
989	58755	593
990	58820	534
991	58873	474
992	58928	415
993	58984	356
994	59046	296
995	59113	237
996	59169	178
997	59231	118
998	59294	59
999	59359	0
